i am a family nurse practitioner with 9 years experience i have recently opened a primary care practice in my community as a part of my primary care practice i provide mat (suboxone or vivitrol) to my patients as i am in a relatively rural area i do not have a fellow prescriber close by who can teach me how to successfully employ mat in my primary care practice additionally as a new start-up i have little funds to spend on purchasing  ebp research articles the open access information that you have provided will assist me in building a supportive evidence based program that will be used in my primary care practice currently i see about 20 patients per month 4 of these patients are for either suboxone or vivitrol i see them for free as they are medicaid patients my credentialing is pending	0\
i needed information on how fast food is addictive for teens	0\
researching a high school debate topic most pdfs are hidden behind paywalls	0\
my name is xxxx and im from ukraine	0\
having access to this information is extremely important in a world filled of depression and so many issues to make yourself happy getting to really understand the causes of all of this is amazing having access to this info even being so far from harvard makes so much difference and starts a feeling of capacity of being happy	0\
my child who is 11 with learning disabilites/asd has a reaction when he is outside in the cold and i am just trying to find more information about the what it is how it happens why it happens it has happened on more than one occasion to his face due to the rest of his body was shielded from his clothes but his face had hives and was very itchy	0\
found this through a reference in a japanese paper; it is useful for me as i am researching transpacific tea trade prior to ww2	0\
used for hs  debate coaching	0\
i am a dedicated  university student i appreciate the open access policy and how it helps with my research thank you!	1\
master paperwork	0\
i have completed my ma in naional seurity and terrroism  i am now starting work on a phd in public servicde and world security	0\
i recently located my father who was a navy lieutenant in world war ii and attended harvard business schools nts  your description of what his life might have been like is welcome information	0\
im working on an article about drinking alcohol and in vitro in a population of polish women	0\
i primarily cite open access sources in my research  if other researchers are doing the same papers that are behind a paywall (or other restrictions) will enjoy fewer citations  in addition i never allow my publications to be hidden behind a paywall	0\
access to this article allows me to learn more about social-emotional learning as an educator and as a researcher this article is of particular importance because it gets to the root of why students choose to undertake social perspective taking or not	0\
i am in graduate school for p&o and found this research relatable to a course i am currently taking	0}
